filename,full_path,deployment_id,timestamp,temperature,confidence,extraction_status
SLC6_2_20231211123201.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SLC6_2/SLC6_2_20231211123201.JPG,SLC6_2,2023-12-11T12:32:01,8,0.3426986786700829,success
SLC6_2_20231211124201.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SLC6_2/SLC6_2_20231211124201.JPG,SLC6_2,2023-12-11T12:42:01,8,0.7310948675813052,success
SLC6_2_20231214101201.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SLC6_2/SLC6_2_20231214101201.JPG,SLC6_2,2023-12-14T10:12:01,8,0.4151571307820835,success
SLC6_2_20231214103201.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SLC6_2/SLC6_2_20231214103201.JPG,SLC6_2,2023-12-14T10:32:01,3,0.2311377110944525,success
SLC6_2_20231215103201.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SLC6_2/SLC6_2_20231215103201.JPG,SLC6_2,2023-12-15T10:32:01,3,0.4309034869987395,success
SLC6_2_20231222112201.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SLC6_2/SLC6_2_20231222112201.JPG,SLC6_2,2023-12-22T11:22:01,8,0.4234351748843337,success
SLC6_2_20240101105201.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SLC6_2/SLC6_2_20240101105201.JPG,SLC6_2,2024-01-01T10:52:01,9,0.720933443119877,success
UDMH2_20240105124001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/UDMH2/UDMH2_20240105124001.JPG,UDMH2,2024-01-05T12:40:01,8,0.6044552598963843,success
UDMH2_20240105131001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/UDMH2/UDMH2_20240105131001.JPG,UDMH2,2024-01-05T13:10:01,9,0.1796431016836313,success
UDMH3_20240123102001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/UDMH3/UDMH3_20240123102001.JPG,UDMH3,2024-01-23T10:20:01,7,0.1660295548348978,success
UDMH3_20240125123001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/UDMH3/UDMH3_20240125123001.JPG,UDMH3,2024-01-25T12:30:01,9,0.4235938982337555,success
UDMH3_20240126104001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/UDMH3/UDMH3_20240126104001.JPG,UDMH3,2024-01-26T10:40:01,5,0.3828873095378443,success
